wl,FSS99,FSS80,FSS60,FSS40,FSS20,FSS10,FSS5,FSS2
327,91.80814703,77.94048363,62.50689728,50.4070426,10.06800722,5.533410586,0.936732541,2.117553997
328,91.94903274,78.01247963,62.55122657,50.4308801,10.04648511,5.538626838,0.963503717,2.108867307
329,91.85013852,77.81141941,62.59328712,50.47643432,10.0217617,5.536133922,0.958728457,2.08532893
330,91.96665947,77.8687571,62.65986795,50.48634012,10.00190181,5.500383924,0.924975619,2.029899478
331,92.08599225,77.84590831,62.64974596,50.48229771,9.995385952,5.457945482,0.928105352,1.988587241
332,92.15617316,77.80495784,62.7110041,50.48892825,10.02070264,5.445532377,0.920866666,1.99458607
333,92.33988645,77.91504783,62.70814133,50.54020401,10.01499788,5.440266085,0.90634789,2.006459455
334,92.47016459,77.99676711,62.67466457,50.57924484,10.02357333,5.434977578,0.940163956,2.03290325
335,92.46201986,78.00829146,62.65448644,50.55792031,10.01134038,5.440241208,0.939237321,2.069126126
336,92.54240716,78.0912373,62.55866632,50.52882847,10.05328527,5.464755624,0.935300426,2.117803161
337,92.64047718,78.10010908,62.56292975,50.47587218,10.08108981,5.488484331,0.974238136,2.166899102
338,92.47973705,78.04012323,62.44100016,50.3444713,10.05879113,5.476432489,0.962719383,2.180440495
339,92.5530471,78.0288581,62.47730705,50.38491958,10.03641306,5.451610223,0.913375792,2.144000027
340,92.61208446,78.04492899,62.51031265,50.42205023,10.01407049,5.436477208,0.90047141,2.104981589
341,92.57100512,78.04733042,62.5752081,50.45490574,9.988537379,5.39439712,0.892017689,2.041700511
342,92.67512706,78.05681714,62.67367783,50.50522057,10.06176393,5.47202657,0.969790192,2.116185226
343,92.65708866,78.10147513,62.64468957,50.44199222,10.06475145,5.479724689,1.000405384,2.142391763
344,92.44676093,78.00941981,62.66950277,50.44986704,10.02740495,5.466124802,0.999822762,2.145822362
345,92.42194185,78.02431099,62.63813525,50.43782594,10.04685267,5.506118549,1.008200875,2.183379988
346,92.39420803,78.07707689,62.63401724,50.47722031,10.02611698,5.452228257,0.942603186,2.144914671
347,92.50733229,78.14262176,62.64969498,50.50556719,10.05117206,5.475736911,0.969410836,2.172974134
348,92.68635947,78.17933617,62.67859083,50.51418117,10.11703083,5.494731437,1.014524821,2.169111699
349,92.71738103,78.17029581,62.71721543,50.53864974,10.17108948,5.530999675,1.087068139,2.220277213
350,92.71810924,78.12299464,62.70733706,50.51867413,10.15408494,5.561803529,1.134745934,2.232795375
351,92.63754321,78.14451027,62.75917123,50.51397408,10.14029477,5.577738905,1.163292314,2.263673124
